MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,GM_PERCENT,EBITDA_PERCENT,VARIANCE_PERCENT,REVENUE_BUCKET,VARIANCE_BUCKET,EBITDA_STATUS
2023-11-01,Ahmedabad,Aguirre-Goodman,Active,East,11009,5284503.15,884735.98,4522031.72,1567075.1,2866008.43,1504175.25,21154.18,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,63.378777670316744,33.26326180657574,1.3499148828285255,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Ahmedabad,Aguirre-Goodman,Active,East,8522,2838238.55,673933.11,2246837.04,773101.14,1344483.76,8219.14,19335.64,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,59.83895298432502,0.365809351264745,2.5010492158891395,INR 15 to 25 lacs,Var 2-3%,Low Profit
2024-01-01,Ahmedabad,Aguirre-Goodman,Active,East,12113,5920936.38,1020292.18,5010709.73,1741787.84,3142742.07,1693353.4,27861.8,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,62.720497481301905,33.79468161688943,1.5996092842168421,Above INR 45 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,Aguirre-Goodman,Active,East,13290,4816027.75,907373.99,4036270.42,1190512.32,2743035.48,1239594.72,10113.32,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,67.95965568630062,30.71138925325028,0.84949309890384,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,Aguirre-Goodman,Active,East,11743,5328792.05,1325702.63,4036739.1,1517571.09,2462567.03,1137838.83,14647.69,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,61.00386893965973,28.1870787735576,0.9652061835205361,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Ahmedabad,Rice-Chan,Active,East,9342,3552400.18,688729.63,2977785.02,980318.25,1926003.96,555172.09,28335.83,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,64.67908015737147,18.643793499908195,2.8904725582738053,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-11-01,Ahmedabad,Rice-Chan,Active,East,13919,4931249.43,1107086.77,3889536.09,1144817.63,2690033.27,1459506.63,28198.86,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,69.16077413232075,37.52392563607759,2.4631748551950587,INR 35 to 45 lacs,Var 2-3%,High Profit
2023-12-01,Ahmedabad,Rice-Chan,Active,East,9671,4712332.38,1184072.51,3681454.93,1154919.67,2388984.14,1101634.75,25415.61,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,64.89239133507469,29.92389614830895,2.2006387682357165,INR 35 to 45 lacs,Var 2-3%,High Profit
2024-01-01,Ahmedabad,Rice-Chan,Active,East,11968,3715716.98,985167.16,2799582.79,1291073.5,1390727.97,109649.06,15351.85,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,49.67625801128746,3.916621447726502,1.1890763771388693,INR 25 to 35 lacs,Var <2%,Low Profit
2024-02-01,Ahmedabad,Rice-Chan,Active,East,9100,3982240.89,741825.1,3343141.35,1176440.08,2090033.75,820473.76,16641.99,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,62.51706198423228,24.542000295620163,1.414605833558476,INR 25 to 35 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,Rice-Chan,Active,East,11760,5346429.69,1217350.39,4221079.31,1930228.03,2150995.22,794630.69,20889.65,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,50.95841755221606,18.82529636715118,1.0822374183427437,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-10-01,Ahmedabad,"King, Navarro and Smith",Active,North,14310,5899422.12,1572427.26,4456332.68,1531579.99,2822026.17,1379556.55,16038.33,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,63.326200547486955,30.957216371915937,1.0471754726960099,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,"King, Navarro and Smith",Active,North,10809,3765624.92,847606.53,3031700.43,1121945.3,1843180.15,492630.46,18739.92,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,60.796908947893634,16.24931194141764,1.6703060300711627,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-12-01,Ahmedabad,"King, Navarro and Smith",Active,North,14186,4755418.07,865930.99,4011632.53,1473678.68,2391248.58,870051.12,10921.13,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,59.60786692493991,21.688205823777185,0.7410794597367725,INR 35 to 45 lacs,Var <2%,High Profit
2024-01-01,Ahmedabad,"King, Navarro and Smith",Active,North,9217,3358066.46,930877.22,2483092.71,780652.53,1612656.52,169893.14,14807.98,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,64.94548163688984,6.841997454053981,1.8968720949383202,INR 15 to 25 lacs,Var <2%,Low Profit
2024-02-01,Ahmedabad,"King, Navarro and Smith",Active,North,14225,6763576.72,2003072.72,4837617.4,2069100.67,2675378.67,1246451.39,15913.89,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,55.30364327695695,25.76581169895742,0.7691211080609239,Above INR 45 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,"King, Navarro and Smith",Active,North,11207,5278564.69,955744.16,4431700.17,2018360.88,2293977.48,1035332.21,16083.97,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,51.76292149746222,23.36196426393169,0.7968827655835264,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Mumbai,Erickson-Terry,Active,West,10388,4025312.45,1136789.12,3006933.37,1301355.48,1565973.81,287937.09,20351.93,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,52.078766547460944,9.575772209412143,1.5639024319473414,INR 25 to 35 lacs,Var <2%,Low Profit
2023-11-01,Mumbai,Erickson-Terry,Active,West,7976,3911784.19,611659.66,3403653.75,1322322.67,1994403.0,434345.98,24023.4,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,58.59594266896273,12.761168200496304,1.8167577812153823,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-12-01,Mumbai,Erickson-Terry,Active,West,8099,3516675.35,757135.4,2857079.8,831972.1,1962669.42,475450.53,14534.55,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,68.69494579745376,16.641135819867547,1.746999689052073,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Mumbai,Erickson-Terry,Active,West,14722,6964376.83,1208953.01,5869323.59,2441958.88,3294081.67,1975437.48,23708.88,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,56.12370181143821,33.656987039625804,0.970895955463427,Above INR 45 lacs,Var <2%,High Profit
2024-02-01,Mumbai,Erickson-Terry,Active,West,13340,4194392.4,758388.98,3532165.05,1561025.35,1822103.52,386460.94,20335.8,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,51.58602427143092,10.941191437246117,1.302720676509193,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-03-01,Mumbai,Erickson-Terry,Active,West,12922,4570598.64,882670.58,3730123.82,1316479.35,2303740.01,920200.72,28894.73,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,61.76041657512591,24.669441670169544,2.1948487076534846,INR 35 to 45 lacs,Var 2-3%,High Profit
2023-10-01,Mumbai,"Baker, Morgan and Torres",Inactive,West,11757,5735198.86,866028.33,4915927.32,2360850.21,2411111.96,989914.23,29925.25,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,49.04694075094665,20.136876840563215,1.2675624176935816,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Mumbai,"Baker, Morgan and Torres",Inactive,West,7859,3321671.87,815979.45,2589149.23,752618.28,1765090.3,494577.91,24857.63,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,68.17259814723002,19.101946858428086,3.302820388577328,INR 25 to 35 lacs,Var 3-5%,Moderate Profit
2023-12-01,Mumbai,"Baker, Morgan and Torres",Inactive,West,8911,4433506.93,858878.3,3685574.38,1715942.08,1916131.51,458502.95,19390.51,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,51.99003771021439,12.440474746299925,1.1300212417426116,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-01-01,Mumbai,"Baker, Morgan and Torres",Inactive,West,9135,4434331.12,735251.93,3742240.35,1155953.64,2469864.77,1056908.06,16534.85,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,65.99962960690111,28.242655766351298,1.4304077108144233,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Mumbai,"Baker, Morgan and Torres",Inactive,West,13121,4916491.65,937696.95,4050246.92,1605317.35,2306491.92,1003538.18,20827.39,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,56.94694584200807,24.777209879342372,1.2974001682595655,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Mumbai,"Baker, Morgan and Torres",Inactive,West,14581,4430083.89,774654.33,3697954.79,1532359.79,2109821.78,812952.62,20650.08,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,57.053747268770685,21.983844210274945,1.3475999654102122,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Bangalore,"Johnston, Kirby and Smith",Inactive,East,7204,3164900.57,710063.05,2533987.69,1061336.48,1327507.01,-186335.98,15710.18,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,52.388060732844366,-7.353468240408066,1.48022613902803,INR 25 to 35 lacs,Var <2%,Loss Making
2023-11-01,Bangalore,"Johnston, Kirby and Smith",Inactive,East,12318,4807208.18,853357.95,4001464.07,1885771.57,2058995.14,715646.19,11374.27,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,51.45604468716372,17.88460867024604,0.6031626619548623,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-12-01,Bangalore,"Johnston, Kirby and Smith",Inactive,East,9621,3606875.19,740932.56,2978776.55,1071461.7,1847777.69,563039.93,13173.58,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,62.03142998423296,18.901717552462944,1.229496117313386,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Bangalore,"Johnston, Kirby and Smith",Inactive,East,10471,4730201.63,1133229.99,3673485.66,1583579.23,2019681.01,797919.92,28781.37,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,54.97996172931842,21.721057160734908,1.8174884751424782,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Bangalore,"Johnston, Kirby and Smith",Inactive,East,10293,3551171.21,814314.32,2830981.27,1235732.42,1499096.56,32148.74,20284.02,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,52.95324896303535,1.1356041221706847,1.6414572986601743,INR 25 to 35 lacs,Var <2%,Low Profit
2024-03-01,Bangalore,"Johnston, Kirby and Smith",Inactive,East,14934,7171190.0,2147223.89,5076999.12,2496556.22,2455624.51,1064518.09,22474.86,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,48.36763710134343,20.967466506080466,0.9002344838042541,Above INR 45 lacs,Var <2%,High Profit
2023-10-01,Bangalore,Acevedo Inc,Inactive,South,7991,2891073.46,491183.8,2483217.23,750835.98,1609080.89,212286.2,28984.01,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,64.7982331372596,8.548837267853527,3.8602318977841206,INR 15 to 25 lacs,Var 3-5%,Low Profit
2023-11-01,Bangalore,Acevedo Inc,Inactive,South,13332,5798850.2,1459163.18,4434029.3,1854469.27,2513939.37,1160441.25,19769.91,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,56.696498825571595,26.171258047392698,1.0660683528069461,INR 35 to 45 lacs,Var <2%,High Profit
2023-12-01,Bangalore,Acevedo Inc,Inactive,South,12213,5817334.36,1382634.77,4518444.31,1941662.72,2503702.12,1064455.02,22379.83,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,55.410711037401285,23.557997995996107,1.1526116132054078,Above INR 45 lacs,Var <2%,High Profit
2024-01-01,Bangalore,Acevedo Inc,Inactive,South,8230,3863800.53,615731.81,3399862.75,1027864.79,2314894.47,1043787.37,12593.58,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,68.08788001809779,30.700867851209583,1.2252175697155654,INR 25 to 35 lacs,Var <2%,High Profit
2024-02-01,Bangalore,Acevedo Inc,Inactive,South,11134,4154308.51,843551.05,3422283.91,1634804.72,1727620.9,347258.21,17276.19,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,50.481518933944905,10.146972581243267,1.0567739246556616,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Bangalore,Acevedo Inc,Inactive,South,9837,4377476.95,1033711.14,3424415.76,1654280.89,1682988.14,298201.1,21354.55,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,49.146723352306964,8.708086894215205,1.2908660269901322,INR 25 to 35 lacs,Var <2%,Low Profit
2023-10-01,Hyderabad,Kim-Williams,Inactive,North,12112,4876041.83,1367441.62,3593358.78,1643067.01,1814865.69,328559.44,10504.75,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,50.50610866082235,9.143518922427225,0.6393378928592814,INR 35 to 45 lacs,Var <2%,Low Profit
2023-11-01,Hyderabad,Kim-Williams,Inactive,North,9334,3207549.83,901676.79,2441873.96,1031385.36,1314656.24,82145.63,29991.15,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,53.83800562744852,3.3640405420433743,2.907851048031165,INR 15 to 25 lacs,Var 2-3%,Low Profit
2023-12-01,Hyderabad,Kim-Williams,Inactive,North,13751,5158838.95,1321788.82,3885591.61,1657596.35,2100639.99,685536.5,22215.41,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,54.062294776264466,17.643040463534458,1.340218322753908,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-01-01,Hyderabad,Kim-Williams,Inactive,North,10113,3826948.47,1005015.78,2938712.66,1058416.36,1828380.75,331408.33,24781.34,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,62.21706446114401,11.27733018987981,2.341360256373966,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2024-02-01,Hyderabad,Kim-Williams,Inactive,North,10289,4965329.42,997860.09,4047409.31,1404152.4,2561940.59,1114325.81,10100.53,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,63.298282772393975,27.531828996064643,0.7193328872279107,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Hyderabad,Kim-Williams,Inactive,North,13773,5955207.29,1564293.43,4498942.47,1317493.46,3065096.65,1635627.02,15758.91,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,68.12926972146856,36.35581096906091,1.1961281386550489,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Bangalore,Valenzuela and Sons,Active,South,10214,5004655.04,853611.07,4205775.89,1418650.22,2678983.96,1341879.21,27913.96,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,63.69773449816415,31.905628000544752,1.9676421718667199,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Bangalore,Valenzuela and Sons,Active,South,12633,5656720.55,876036.61,4833144.27,2320170.88,2364616.67,1045347.5,17016.38,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,48.92501729521101,21.62872535149877,0.7334106356855923,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Bangalore,Valenzuela and Sons,Active,South,13151,4361670.92,688131.59,3774547.74,1232522.06,2434378.44,1128810.42,26897.25,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,64.49457279880635,29.905845620593475,2.182293597244012,INR 35 to 45 lacs,Var 2-3%,High Profit
2024-01-01,Bangalore,Valenzuela and Sons,Active,South,9950,3816157.32,639029.94,3219892.72,1200178.77,1888246.85,620958.99,27586.6,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,58.643160322434596,19.28508319991481,2.2985409082015336,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2024-02-01,Bangalore,Valenzuela and Sons,Active,South,12406,3959322.93,782576.82,3267570.08,1185926.61,2003073.51,747736.18,20949.43,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,61.301623559975795,22.883554497475387,1.7665030722263664,INR 25 to 35 lacs,Var <2%,High Profit
2024-03-01,Bangalore,Valenzuela and Sons,Active,South,11552,4178285.12,985892.82,3280810.49,1206150.2,1990079.68,480164.47,16144.33,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,60.65817230424668,14.63554421883112,1.3385007936822462,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-10-01,Pune,Long-Beck,Inactive,East,12375,5981931.57,1593847.21,4517895.59,1610269.57,2852386.89,1667533.83,24623.15,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,63.135299016505165,36.90952561389317,1.5291321688454933,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Pune,Long-Beck,Inactive,East,13799,4170892.74,1118240.51,3162009.76,1081091.2,2003769.36,621800.38,14222.52,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,63.37011938887881,19.66472045298178,1.3155707862574406,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-12-01,Pune,Long-Beck,Inactive,East,7969,3447064.7,967229.4,2569515.86,839058.16,1589377.43,254671.23,12222.74,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,61.85513211815707,9.911253476365,1.4567214267959685,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Pune,Long-Beck,Inactive,East,12669,4410158.93,1106321.78,3371769.98,1221073.85,2073631.74,675143.17,27011.49,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,61.499798393720795,20.02340533324281,2.212109447761902,INR 25 to 35 lacs,Var 2-3%,High Profit
2024-02-01,Pune,Long-Beck,Inactive,East,14469,4408798.33,945437.83,3558150.67,1360485.24,2128164.53,733561.44,17562.02,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,59.81097281639285,20.616368108998596,1.2908644271657075,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Pune,Long-Beck,Inactive,East,10867,4930534.66,906926.81,4108338.66,1307396.88,2665997.14,1431577.59,23276.49,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,64.8923411781248,34.8456568086332,1.7803690949606674,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Pune,Cruz-Murillo,Inactive,West,12197,4629698.66,1254170.71,3464172.64,1093048.64,2234823.1,716975.4,12555.49,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,64.51246321257246,20.696872659325663,1.148667089508478,INR 25 to 35 lacs,Var <2%,High Profit
2023-11-01,Pune,Cruz-Murillo,Inactive,West,10814,3279331.32,850385.4,2477635.85,1124725.26,1237931.79,-74974.09,20977.46,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,49.964234655387315,-3.026033466540291,1.8651185979409761,INR 15 to 25 lacs,Var <2%,Loss Making
2023-12-01,Pune,Cruz-Murillo,Inactive,West,10861,4705567.05,1403789.84,3358693.22,1629492.31,1670435.93,308175.2,26081.91,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,49.73469800853083,9.17544949222841,1.6006157157010454,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Pune,Cruz-Murillo,Inactive,West,7242,2896740.6,751812.46,2215824.43,999591.2,1153678.25,-112322.78,15046.24,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,52.065417926635995,-5.0691191269156635,1.5052393418429455,INR 15 to 25 lacs,Var <2%,Loss Making
2024-02-01,Pune,Cruz-Murillo,Inactive,West,11837,5096893.02,882210.64,4319035.37,2090787.33,2101203.32,599182.09,16359.65,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,48.64982895474643,13.873053556400949,0.7824636090558288,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-03-01,Pune,Cruz-Murillo,Inactive,West,7746,3825473.35,790633.08,3124973.42,1181100.22,1853802.78,512580.7,18029.24,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,59.3221935308493,16.40272191499152,1.5264784219581302,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-10-01,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,11915,4283112.53,746892.15,3619279.7,1313336.32,2244295.6,913371.8,14015.42,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,62.009454533176864,25.23628665670686,1.0671615325463626,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,8301,3281947.9,802482.11,2588333.81,1211667.83,1254459.37,-132779.41,22879.13,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,48.46590363087673,-5.129918308334426,1.8882345007047021,INR 25 to 35 lacs,Var <2%,Loss Making
2023-12-01,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10956,3541984.81,598823.66,3074110.09,1138424.79,1859238.12,662864.35,25754.84,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,60.48053145682887,21.562804538337144,2.262322485089243,INR 25 to 35 lacs,Var 2-3%,High Profit
2024-01-01,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10124,4096983.1,753910.01,3385229.66,1256061.31,2039389.01,797406.7,13705.54,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,60.24374163140234,23.555468316439125,1.0911521508452482,INR 25 to 35 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10479,4243785.39,923782.87,3436431.3,1517199.05,1801176.43,546755.81,10444.37,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,52.414155056729925,15.910570073087161,0.6883981373439432,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,12368,3953862.07,1160490.41,2843824.68,930179.15,1795890.95,318547.18,25983.16,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,63.15055082790827,11.201364916771169,2.793350076702966,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-10-01,Pune,Scott LLC,Inactive,West,8873,4100156.9,782710.1,3370051.23,1576845.03,1697241.74,291009.95,24014.51,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,50.36249078029594,8.635178818928518,1.5229467413167417,INR 25 to 35 lacs,Var <2%,Low Profit
2023-11-01,Pune,Scott LLC,Inactive,West,8375,3111833.84,743937.08,2457272.66,1055607.66,1316181.81,-68593.33,19924.78,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,53.56270923553107,-2.7914415488592947,1.8875175650013756,INR 15 to 25 lacs,Var <2%,Loss Making
2023-12-01,Pune,Scott LLC,Inactive,West,9296,3239801.51,530343.59,2776703.05,1194645.84,1519519.68,246344.05,17694.65,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,54.72388125910691,8.87181832425329,1.4811628189321782,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Pune,Scott LLC,Inactive,West,7344,3018580.51,719022.09,2337981.11,781081.96,1466867.87,81218.42,15744.42,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,62.740792204262085,3.473869812404087,2.0157193234881525,INR 15 to 25 lacs,Var 2-3%,Low Profit
2024-02-01,Pune,Scott LLC,Inactive,West,12127,5186690.7,1026764.96,4259732.07,1590576.98,2527982.5,1200758.85,18563.68,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,59.346044738442906,28.18860036894292,1.1671035249108157,INR 35 to 45 lacs,Var <2%,High Profit
